id_venta;sucursal;fecha;producto;cantidad;precio_unitario;total;vendedor
V00655;Cuenca;15/03/2025;Licuadora;1;731,84;731,84;Gabriela Cárdenas
V00656;Quito;26/01/2025;Aire Acondicionado;3;425,59;1276,77;Ramiro Zambrano
V00657;Cuenca;24/05/2025;Batidora;2;585,60;1171,20;José Luis Solórzano
V00658;Guayaquil;16/04/2025;Cocineta;4;757,06;3028,24;Ramiro Zambrano
V00659;Cuenca;24/05/2025;Cafetera;2;578,12;1156,24;Andrés Villón
V00660;Cuenca;20/06/2025;Televisión;3;104,03;312,09;María José Andrade
V00661;Quito;09/04/2025;Licuadora;5;584,97;2924,85;Gabriela Cárdenas
V00662;Cuenca;10/03/2025;Refrigeradora;3;499,48;1498,44;Andrés Villón
V00663;Quito;27/07/2025;Licuadora;3;398,77;1196,31;Gabriela Cárdenas
V00664;Quito;02/05/2025;Aire Acondicionado;3;786,35;2359,05;Fernando Peña
V00665;Cuenca;22/08/2025;Microondas;2;724,41;1448,82;Gabriela Cárdenas
V00666;Cuenca;03/03/2025;Televisión;1;312,60;312,60;Andrés Villón
V00667;Guayaquil;13/01/2025;Batidora;4;627,09;2508,36;Andrés Villón
V00668;Quito;27/01/2025;Lavadora;1;349,82;349,82;Ramiro Zambrano
V00669;Quito;28/01/2025;Televisión;3;776,62;2329,86;Ramiro Zambrano
V00670;Quito;04/08/2025;Ventilador;1;157,97;157,97;Lucía Muñoz
V00671;Quito;17/03/2025;Ventilador;2;394,41;788,82;María José Andrade
V00672;Quito;12/02/2025;Batidora;4;383,45;1533,80;María José Andrade
V00673;Guayaquil;28/06/2025;Cafetera;4;229,00;916,00;Gabriela Cárdenas
V00674;Quito;06/03/2025;Cafetera;2;738,44;1476,88;Lucía Muñoz
V00675;Quito;05/01/2025;Lavadora;3;490,79;1472,37;Lucía Muñoz
V00676;Quito;13/01/2025;Cocineta;3;103,08;309,24;María José Andrade
V00677;Quito;28/05/2025;Cocineta;3;57,70;173,10;Paola Vélez
Quito;13/07/2025;Ventilador;1;701,66;701,66;Lucía Muñoz
V00679;Quito;14/06/2025;Ventilador;4;922,11;3688,44;Ramiro Zambrano
V00680;Quito;09/04/2025;Batidora;4;387,38;1549,52;Andrés Villón
V00681;Guayaquil;23/08/2025;Microondas;2;209,86;419,72;Andrés Villón
V00682;Guayaquil;30/01/2025;Televisión;2;868,98;1737,96;Fernando Peña
V00683;Quito;27/04/2025;Ventilador;3;507,13;1521,39;María José Andrade
V00684;Cuenca;08/02/2025;Licuadora;3;123,52;370,56;María José Andrade
V00685;Quito;02/06/2025;Batidora;4;19,73;78,92;Lucía Muñoz
V00686;Guayaquil;21/08/2025;Refrigeradora;4;231,11;924,44;Fernando Peña
V00687;Quito;10/02/2025;Ventilador;5;604,20;3021,00;Lucía Muñoz
V00688;Guayaquil;17/05/2025;Refrigeradora;3;125,33;375,99;José Luis Solórzano
V00689;Quito;02/04/2025;Cafetera;2;276,31;552,62;José Luis Solórzano
V00690;Cuenca;23/05/2025;Cocineta;5;497,63;2488,15;Lucía Muñoz
V00691;Quito;12/08/2025;Cafetera;3;457,22;1371,66;Ramiro Zambrano
V00692;Cuenca;04/03/2025;Cafetera;2;639,81;1279,62;José Luis Solórzano
V00693;Guayaquil;30/04/2025;Batidora;3;539,96;1619,88;José Luis Solórzano
V00694;Guayaquil;01/08/2025;Ventilador;4;618,48;2473,92;María José Andrade
V00695;Guayaquil;01/04/2025;Cocineta;1;865,20;865,20;Gabriela Cárdenas
V00696;Quito;22/03/2025;Aire Acondicionado;1;542,47;542,47;Andrés Villón
V00697;Cuenca;12/02/2025;Cocineta;5;934,73;4673,65;Ramiro Zambrano
V00698;Cuenca;03/08/2025;Televisión;2;533,48;1066,96;Ramiro Zambrano
V00699;Quito;11/04/2025;Cocineta;4;233,98;935,92;José Luis Solórzano
V00700;Quito;19/05/2025;Aire Acondicionado;3;579,12;1737,36;Andrés Villón
V00701;Quito;09/03/2025;Lavadora;2;722,56;1445,12;María José Andrade
V00702;Quito;03/08/2025;Televisión;5;18,95;94,75;Lucía Muñoz
V00703;Guayaquil;11/05/2025;Microondas;5;473,44;2367,20;Gabriela Cárdenas
V00704;Guayaquil;11/01/2025;Microondas;4;478,47;1913,88;Andrés Villón
V00705;Quito;20/04/2025;Televisión;3;88,81;266,43;Ramiro Zambrano
V00706;Quito;15/08/2025;Televisión;2;51,49;102,98;Gabriela Cárdenas
V00707;Guayaquil;19/04/2025;Licuadora;3;632,12;1896,36;Fernando Peña
V00708;Guayaquil;20/04/2025;Ventilador;3;854,95;2564,85;Gabriela Cárdenas
V00709;Guayaquil;15/05/2025;Cafetera;5;242,71;1213,55;Andrés Villón
V00710;Quito;26/03/2025;Microondas;2;201,64;403,28;Lucía Muñoz
V00711;Guayaquil;29/05/2025;Lavadora;2;649,64;1299,28;Paola Vélez
V00712;29/06/2025;Refrigeradora;4;921,31;3685,24;Fernando Peña
V00713;Quito;02/05/2025;Cafetera;3;393,87;1181,61;Paola Vélez
V00714;Cuenca;13/06/2025;Televisión;5;62,75;313,75;Fernando Peña
V00715;Guayaquil;09/05/2025;Microondas;3;293,97;881,91;Gabriela Cárdenas
V00716;Cuenca;06/06/2025;Ventilador;4;320,26;1281,04;Lucía Muñoz
V00717;Cuenca;03/07/2025;Licuadora;1;905,36;905,36;José Luis Solórzano
V00718;Cuenca;25/03/2025;Aire Acondicionado;5;884,53;4422,65;Gabriela Cárdenas
V00719;Guayaquil;20/04/2025;Lavadora;1;315,90;315,90;Paola Vélez
V00720;Cuenca;10/08/2025;Refrigeradora;2;394,99;789,98;Ramiro Zambrano
V00721;Quito;27/08/2025;Aire Acondicionado;3;782,31;2346,93;Ramiro Zambrano
V00722;Guayaquil;08/01/2025;Aire Acondicionado;5;721,19;3605,95;Fernando Peña
V00723;Guayaquil;26/03/2025;Lavadora;4;454,18;1816,72;Fernando Peña
V00724;Guayaquil;27/03/2025;Batidora;2;923,89;1847,78;Andrés Villón
V00725;Cuenca;31/07/2025;Cafetera;2;916,83;1833,66;Paola Vélez
V00726;Cuenca;26/08/2025;Cocineta;4;323,31;1293,24;Ramiro Zambrano
V00727;Cuenca;03/05/2025;Cafetera;2;687,45;1374,90;José Luis Solórzano
V00728;Guayaquil;14/05/2025;Licuadora;4;554,05;2216,20;María José Andrade
V00729;Guayaquil;06/03/2025;Televisión;3;272,71;818,13;Paola Vélez
V00730;Quito;06/02/2025;Refrigeradora;5;491,17;2455,85;Ramiro Zambrano
V00731;Quito;01/08/2025;Cafetera;5;767,84;3839,20;Andrés Villón
V00732;Quito;22/03/2025;Ventilador;4;169,99;679,96;Gabriela Cárdenas
V00733;Guayaquil;07/02/2025;Cocineta;1;358,21;358,21;Ramiro Zambrano
V00734;Quito;28/07/2025;Aire Acondicionado;5;136,79;683,95;Fernando Peña
V00735;Quito;07/04/2025;Televisión;1;201,81;201,81;Gabriela Cárdenas
V00736;Cuenca;28/03/2025;Lavadora;2;567,93;1135,86;María José Andrade
V00737;Cuenca;21/07/2025;Ventilador;1;725,66;725,66;María José Andrade
V00738;02/06/2025;Licuadora;3;575,20;1725,60;María José Andrade
V00739;Guayaquil;29/03/2025;Lavadora;5;332,17;1660,85;Lucía Muñoz
V00740;Guayaquil;02/04/2025;Microondas;5;445,42;2227,10;Andrés Villón
V00741;Cuenca;08/03/2025;Televisión;4;752,30;3009,20;Paola Vélez
V00742;Guayaquil;05/01/2025;Cocineta;2;784,43;1568,86;Ramiro Zambrano;
V00743;Cuenca;27/02/2025;Ventilador;1;514,14;514,14;Lucía Muñoz
V00744;Quito;01/08/2025;Licuadora;3;98,13;294,39;José Luis Solórzano
V00745;Quito;24/03/2025;Televisión;3;932,96;2798,88;Ramiro Zambrano
V00746;Quito;30/06/2025;Televisión;4;314,26;1257,04;Ramiro Zambrano
V00747;Quito;29/04/2025;Microondas;4;743,73;2974,92;Andrés Villón
V00748;Guayaquil;11/05/2025;Cafetera;4;714,32;2857,28;Gabriela Cárdenas
V00749;Cuenca;26/06/2025;Microondas;5;392,55;1962,75;Gabriela Cárdenas
V00750;Cuenca;10/01/2025;Cafetera;4;471,99;1887,96;María José Andrade
V00751;Cuenca;18/02/2025;Microondas;2;429,55;859,10;José Luis Solórzano
V00752;Quito;07/01/2025;Licuadora;5;697,83;3489,15;Andrés Villón
V00753;Quito;04/03/2025;Cafetera;3;935,70;2807,10;Paola Vélez
V00754;Quito;22/08/2025;Batidora;4;545,19;2180,76;Gabriela Cárdenas
V00755;Quito;06/08/2025;Lavadora;4;417,32;1669,28;Andrés Villón
V00756;Cuenca;28/06/2025;Licuadora;1;420,43;420,43;María José Andrade
V00757;Quito;12/08/2025;Refrigeradora;2;895,69;1791,38;Fernando Peña
V00758;Guayaquil;12/06/2025;Lavadora;4;125,76;503,04;Ramiro Zambrano
V00759;Cuenca;24/06/2025;Televisión;1;52,67;52,67;Paola Vélez
V00760;Guayaquil;05/07/2025;Microondas;4;707,03;2828,12;Andrés Villón
V00761;Quito;05/04/2025;Televisión;2;174,38;348,76;María José Andrade
V00762;Quito;22/01/2025;Microondas;2;569,42;1138,84;Andrés Villón
V00763;Quito;16/06/2025;Licuadora;1;47,64;47,64;Paola Vélez
V00764;Quito;05/08/2025;Aire Acondicionado;2;949,42;1898,84;Gabriela Cárdenas
V00765;Quito;04/03/2025;Microondas;1;641,63;641,63;Lucía Muñoz
V00766;Guayaquil;Refrigeradora;5;844,65;4223,25;Ramiro Zambrano
V00767;Quito;13/01/2025;Cocineta;4;451,77;1807,08;Fernando Peña
V00768;Cuenca;04/05/2025;Ventilador;4;832,17;José Luis Solórzano
V00769;Quito;30/03/2025;Televisión;2;535,97;1071,94;Gabriela Cárdenas
V00770;Guayaquil;25/05/2025;Batidora;3;25,75;77,25;José Luis Solórzano;
V00771;Cuenca;29/07/2025;Ventilador;5;804,61;4023,05;Lucía Muñoz
V00772;Quito;16/07/2025;Cocineta;5;173,39;866,95;Paola Vélez
V00773;Quito;26/08/2025;Aire Acondicionado;2;479,02;958,04;María José Andrade
V00774;Cuenca;04/03/2025;Batidora;2;163,40;326,80;Andrés Villón
V00775;Guayaquil;09/08/2025;Lavadora;1;175,46;175,46;Lucía Muñoz
V00776;Cuenca;25/02/2025;Refrigeradora;1;485,62;485,62;José Luis Solórzano
V00777;Cuenca;04/04/2025;Aire Acondicionado;5;67,33;336,65;María José Andrade
V00778;Guayaquil;31/07/2025;Cafetera;1;926,05;926,05;José Luis Solórzano
V00779;Quito;26/08/2025;Televisión;1;198,26;198,26;Andrés Villón
V00780;Cuenca;12/06/2025;Licuadora;4;571,32;2285,28;José Luis Solórzano
V00781;Quito;15/01/2025;Cocineta;3;908,55;2725,65;Paola Vélez
V00782;Cuenca;02/06/2025;Licuadora;1;561,30;561,30;Lucía Muñoz
V00783;Cuenca;16/06/2025;Ventilador;5;852,32;4261,60;Gabriela Cárdenas
V00784;Cuenca;13/06/2025;Lavadora;1;549,68;549,68;Ramiro Zambrano
V00785;Quito;19/05/2025;Aire Acondicionado;2;351,35;702,70;José Luis Solórzano
V00786;Quito;28/03/2025;Refrigeradora;1;97,18;97,18;Gabriela Cárdenas
V00787;Cuenca;08/06/2025;Lavadora;5;342,42;1712,10;Ramiro Zambrano
V00788;Cuenca;27/02/2025;Cafetera;3;654,01;1962,03;Andrés Villón
V00789;Quito;10/02/2025;Televisión;5;794,51;3972,55;Fernando Peña
V00790;Guayaquil;07/03/2025;Batidora;4;904,53;3618,12;Fernando Peña;
V00791;Cuenca;17/04/2025;Lavadora;2;783,08;1566,16;Fernando Peña
V00792;Quito;16/04/2025;Licuadora;1;700,71;700,71;Ramiro Zambrano
V00793;Quito;12/01/2025;Refrigeradora;4;672,93;2691,72;Ramiro Zambrano
V00794;Cuenca;02/03/2025;Microondas;4;926,86;3707,44;José Luis Solórzano
V00795;Cuenca;12/01/2025;Batidora;1;479,72;479,72;Gabriela Cárdenas
V00796;Guayaquil;06/07/2025;Cafetera;2;456,09;912,18;Andrés Villón
V00797;Cuenca;05/04/2025;Batidora;4;761,24;3044,96;Fernando Peña
V00798;Quito;23/02/2025;Licuadora;3;98,42;295,26;Fernando Peña
V00799;Quito;03/01/2025;Aire Acondicionado;1;606,31;606,31;Lucía Muñoz
V00800;Cuenca;27/02/2025;Batidora;4;753,98;3015,92;Andrés Villón
V00801;Guayaquil;14/01/2025;Lavadora;2;572,65;1145,30;Fernando Peña
V00802;Guayaquil;20/07/2025;Ventilador;2;714,06;1428,12;Fernando Peña
V00803;Guayaquil;03/06/2025;Ventilador;1;395,41;395,41;Fernando Peña
V00804;Quito;03/01/2025;Refrigeradora;5;652,20;3261,00;Fernando Peña
V00805;Cuenca;02/01/2025;Cafetera;3;472,29;1416,87;Andrés Villón
V00806;Cuenca;31/03/2025;Batidora;1;63,49;63,49;Andrés Villón
V00807;Cuenca;27/08/2025;Lavadora;5;223,48;1117,40;Ramiro Zambrano
V00808;Quito;08/01/2025;Televisión;3;216,35;649,05;Andrés Villón
V00809;Guayaquil;08/06/2025;Cafetera;5;539,97;2699,85;Ramiro Zambrano
V00810;Cuenca;29/01/2025;Microondas;2;599,73;1199,46;Ramiro Zambrano
V00811;Guayaquil;20/06/2025;Licuadora;2;203,24;406,48;Paola Vélez
V00812;Cuenca;28/04/2025;Aire Acondicionado;1;312,56;312,56;Lucía Muñoz
V00813;Cuenca;17/03/2025;Refrigeradora;5;455,73;2278,65;Paola Vélez
V00814;Guayaquil;14/04/2025;Lavadora;3;433,08;1299,24;Lucía Muñoz
V00815;Quito;09/03/2025;Batidora;1;833,94;833,94;Ramiro Zambrano
V00816;Cuenca;29/03/2025;Ventilador;4;354,77;1419,08;Ramiro Zambrano
V00817;Quito;01/03/2025;Cocineta;3;821,89;2465,67;José Luis Solórzano
V00818;Quito;16/03/2025;Ventilador;4;321,58;1286,32;Paola Vélez
V00819;Guayaquil;22/04/2025;Refrigeradora;1;934,95;934,95;María José Andrade
V00820;Guayaquil;26/07/2025;Cafetera;3;657,58;1972,74;Ramiro Zambrano
V00821;Guayaquil;02/07/2025;Microondas;3;357,42;1072,26;José Luis Solórzano
V00822;Cuenca;23/01/2025;Lavadora;2;481,51;963,02;Fernando Peña
V00823;Quito;23/04/2025;Aire Acondicionado;5;53,20;266,00;Paola Vélez
V00824;Guayaquil;23/01/2025;Televisión;3;540,50;1621,50;Fernando Peña
V00825;Cuenca;07/03/2025;Televisión;1;59,34;59,34;Fernando Peña
V00826;Cuenca;29/01/2025;Cafetera;3;417,35;1252,05;Lucía Muñoz
V00827;Guayaquil;13/05/2025;Cocineta;4;557,78;2231,12;Ramiro Zambrano
V00828;Quito;04/07/2025;Microondas;2;591,38;1182,76;Paola Vélez
V00829;Guayaquil;04/01/2025;Batidora;4;287,37;1149,48;José Luis Solórzano
V00830;Guayaquil;21/07/2025;Cocineta;2;838,21;1676,42;Fernando Peña
V00831;Cuenca;03/06/2025;Aire Acondicionado;3;279,99;839,97;Gabriela Cárdenas
V00832;Guayaquil;01/06/2025;Lavadora;5;365,74;1828,70;Paola Vélez
V00833;Guayaquil;07/02/2025;Batidora;1;216,27;216,27;José Luis Solórzano
V00834;Guayaquil;11/05/2025;Batidora;2;704,99;1409,98;Lucía Muñoz
V00835;Guayaquil;25/02/2025;Cocineta;2;878,77;1757,54;Ramiro Zambrano
V00836;Cuenca;03/07/2025;Cocineta;1;404,58;404,58;María José Andrade
V00837;Guayaquil;29/06/2025;Microondas;4;927,70;3710,80;Gabriela Cárdenas;
V00838;Quito;15/03/2025;Ventilador;5;351,90;1759,50;Ramiro Zambrano
V00839;Guayaquil;08/06/2025;Ventilador;2;37,27;74,54;Fernando Peña;
V00840;Cuenca;25/07/2025;Microondas;1;119,43;119,43;Lucía Muñoz
V00841;Cuenca;28/01/2025;Cafetera;4;63,70;254,80;María José Andrade
V00842;Cuenca;07/01/2025;Televisión;1;730,30;730,30;María José Andrade
V00843;Cuenca;05/04/2025;Microondas;1;565,19;565,19;Fernando Peña
V00844;Guayaquil;04/07/2025;Ventilador;1;423,54;423,54;María José Andrade
V00845;Cuenca;25/07/2025;Cocineta;5;298,37;1491,85;Ramiro Zambrano
V00846;Guayaquil;19/05/2025;Cocineta;5;573,65;2868,25;Paola Vélez
V00847;Quito;16/04/2025;Televisión;4;275,37;1101,48;María José Andrade
V00848;Guayaquil;10/03/2025;Cocineta;3;345,98;1037,94;Ramiro Zambrano
V00849;Quito;11/06/2025;Aire Acondicionado;1;863,30;863,30;Andrés Villón
V00850;Quito;04/04/2025;Batidora;5;370,22;1851,10;Ramiro Zambrano
V00851;Cuenca;15/03/2025;Cocineta;2;675,26;1350,52;Andrés Villón
V00852;Guayaquil;12/08/2025;Licuadora;1;147,58;147,58;Andrés Villón
V00853;Guayaquil;10/01/2025;Batidora;1;597,94;597,94;Paola Vélez
V00854;Cuenca;18/08/2025;Ventilador;5;519,39;2596,95;María José Andrade
V00855;Cuenca;25/01/2025;Aire Acondicionado;1;507,79;507,79;Ramiro Zambrano
V00856;Guayaquil;25/06/2025;Refrigeradora;5;158,73;793,65;Andrés Villón
V00857;Guayaquil;10/06/2025;Cafetera;2;427,99;855,98;Paola Vélez
V00858;Guayaquil;03/02/2025;Licuadora;2;937,24;1874,48;Paola Vélez
V00859;Quito;18/06/2025;Licuadora;4;577,81;2311,24;José Luis Solórzano
V00860;Cuenca;12/03/2025;Televisión;1;274,33;274,33;José Luis Solórzano
V00861;Quito;27/07/2025;Cocineta;2;489,67;979,34;José Luis Solórzano
V00862;Cuenca;11/01/2025;Cafetera;3;449,82;1349,46;José Luis Solórzano
V00863;Guayaquil;08/01/2025;Lavadora;4;441,74;1766,96;Lucía Muñoz
V00864;Quito;13/03/2025;Cocineta;3;117,08;351,24;José Luis Solórzano
V00865;Guayaquil;22/05/2025;Licuadora;5;568,84;2844,20;Gabriela Cárdenas
V00866;Quito;09/08/2025;Licuadora;1;265,20;265,20;Fernando Peña
V00867;Quito;08/03/2025;Televisión;4;583,59;2334,36;Fernando Peña
V00868;Cuenca;11/04/2025;Licuadora;1;870,99;870,99;Gabriela Cárdenas
V00869;Cuenca;28/04/2025;Microondas;2;849,12;1698,24;Gabriela Cárdenas
V00870;Guayaquil;27/01/2025;Ventilador;5;877,56;4387,80;Andrés Villón
V00871;Cuenca;12/01/2025;Ventilador;1;580,77;580,77;Andrés Villón
V00872;Quito;07/03/2025;Licuadora;2;662,08;1324,16;Lucía Muñoz
V00873;Quito;10/04/2025;Microondas;5;410,81;2054,05;Andrés Villón
V00874;Cuenca;03/01/2025;Lavadora;2;28,24;56,48;María José Andrade
V00875;Guayaquil;20/01/2025;Aire Acondicionado;5;42,15;210,75;José Luis Solórzano
V00876;Quito;19/03/2025;Cocineta;4;812,31;3249,24;José Luis Solórzano
V00877;Guayaquil;15/01/2025;Batidora;2;186,04;372,08;María José Andrade
V00878;Cuenca;08/01/2025;Ventilador;2;650,44;1300,88;José Luis Solórzano
V00879;Cuenca;13/06/2025;Cafetera;5;301,63;1508,15;Fernando Peña
V00880;Quito;14/03/2025;Ventilador;3;465,49;1396,47;Ramiro Zambrano
V00881;Quito;10/04/2025;Cafetera;1;102,13;102,13;Fernando Peña
V00882;Cuenca;11/06/2025;Aire Acondicionado;4;309,84;1239,36;Ramiro Zambrano
V00883;Guayaquil;30/03/2025;Lavadora;1;337,52;337,52;Gabriela Cárdenas
V00884;Guayaquil;19/06/2025;Televisión;1;248,84;248,84;José Luis Solórzano
V00885;Quito;15/08/2025;Lavadora;2;608,05;1216,10;José Luis Solórzano
V00886;Cuenca;06/05/2025;Aire Acondicionado;2;322,13;644,26;Andrés Villón
V00887;Guayaquil;09/06/2025;Aire Acondicionado;4;418,38;1673,52;Lucía Muñoz
V00888;Quito;14/08/2025;Licuadora;4;723,71;2894,84;Fernando Peña
V00889;Guayaquil;04/02/2025;Televisión;1;758,86;758,86;Lucía Muñoz
V00890;Quito;22/04/2025;Batidora;4;845,04;3380,16;Fernando Peña
V00891;Guayaquil;08/04/2025;Cafetera;3;624,80;1874,40;Gabriela Cárdenas
V00892;07/01/2025;Batidora;2;287,28;574,56;Gabriela Cárdenas
V00893;Cuenca;02/05/2025;Lavadora;1;32,42;32,42;Fernando Peña
V00894;Quito;05/03/2025;Aire Acondicionado;2;250,94;501,88;Paola Vélez
V00895;Quito;09/02/2025;Lavadora;2;22,21;44,42;Andrés Villón
V00896;Cuenca;17/06/2025;Televisión;1;926,41;926,41;Lucía Muñoz
V00897;Guayaquil;17/03/2025;Batidora;4;299,44;1197,76;José Luis Solórzano
V00898;Guayaquil;26/07/2025;Cafetera;1;234,59;234,59;Andrés Villón
V00899;Quito;01/02/2025;Lavadora;2;23,04;46,08;Lucía Muñoz
V00900;Quito;20/04/2025;Microondas;4;328,69;1314,76;Paola Vélez
V00901;Quito;26/03/2025;Batidora;1;825,17;825,17;Lucía Muñoz
V00902;Quito;10/02/2025;Microondas;5;533,61;2668,05;Fernando Peña
V00903;Cuenca;22/01/2025;Microondas;4;508,77;2035,08;Lucía Muñoz
V00904;Cuenca;09/03/2025;Lavadora;2;929,90;1859,80;Fernando Peña
V00905;Cuenca;19/07/2025;Batidora;3;71,54;214,62;Paola Vélez
V00906;Guayaquil;11/08/2025;Cafetera;1;364,32;364,32;Gabriela Cárdenas
V00907;Guayaquil;05/03/2025;Refrigeradora;4;827,46;3309,84;Ramiro Zambrano
V00908;Cuenca;16/03/2025;Cocineta;5;635,69;3178,45;María José Andrade
V00909;Quito;12/02/2025;Ventilador;5;631,24;3156,20;Fernando Peña
V00910;Cuenca;18/05/2025;Microondas;5;926,69;4633,45;José Luis Solórzano
V00911;Guayaquil;09/08/2025;Cocineta;3;277,90;833,70;Ramiro Zambrano
V00912;Cuenca;08/07/2025;Refrigeradora;3;446,26;1338,78;Gabriela Cárdenas
V00913;Guayaquil;03/05/2025;Ventilador;2;822,63;1645,26;Fernando Peña
V00914;Quito;22/08/2025;Microondas;5;190,73;953,65;José Luis Solórzano
V00915;Cuenca;07/08/2025;Licuadora;2;477,70;955,40;Gabriela Cárdenas
V00916;Guayaquil;28/06/2025;Cocineta;1;23,56;23,56;Lucía Muñoz
V00917;Guayaquil;06/01/2025;Licuadora;3;283,17;849,51;Gabriela Cárdenas
V00918;Quito;07/03/2025;Ventilador;4;697,98;2791,92;Ramiro Zambrano
V00919;Cuenca;01/08/2025;Cocineta;2;513,38;1026,76;Lucía Muñoz
V00920;Quito;25/05/2025;Cafetera;3;730,73;2192,19;María José Andrade
V00921;Guayaquil;25/07/2025;Licuadora;2;789,92;1579,84;José Luis Solórzano
V00922;Cuenca;01/01/2025;Cocineta;4;457,24;1828,96;María José Andrade
V00923;Quito;04/02/2025;Cocineta;2;561,19;1122,38;Paola Vélez
V00924;Cuenca;18/08/2025;Batidora;5;111,94;559,70;María José Andrade
V00925;Guayaquil;25/07/2025;Ventilador;5;727,65;3638,25;Gabriela Cárdenas
V00926;Cuenca;25/05/2025;Licuadora;2;28,56;57,12;Fernando Peña
V00927;Cuenca;26/07/2025;Ventilador;3;73,48;220,44;José Luis Solórzano
V00928;Cuenca;26/01/2025;Licuadora;5;438,66;2193,30;Fernando Peña
V00929;Cuenca;26/03/2025;Cocineta;2;23,18;46,36;Ramiro Zambrano
V00930;Guayaquil;11/05/2025;Microondas;3;660,56;1981,68;Ramiro Zambrano
V00931;Quito;06/03/2025;Televisión;3;906,67;2720,01;Lucía Muñoz
V00932;Cuenca;25/03/2025;Aire Acondicionado;4;663,51;2654,04;Fernando Peña
V00933;Guayaquil;03/08/2025;Televisión;3;475,30;1425,90;Fernando Peña
V00934;Guayaquil;06/03/2025;Aire Acondicionado;3;919,78;2759,34;Paola Vélez
V00935;Quito;07/05/2025;Cocineta;5;132,78;663,90;Andrés Villón
V00936;21/08/2025;Ventilador;1;702,40;702,40;Paola Vélez
V00937;Quito;14/03/2025;Televisión;2;354,98;709,96;Paola Vélez
V00938;Quito;30/07/2025;Aire Acondicionado;1;59,57;59,57;José Luis Solórzano
V00939;Guayaquil;05/06/2025;Ventilador;2;715,34;1430,68;María José Andrade
V00940;Guayaquil;25/02/2025;Refrigeradora;4;442,90;1771,60;Gabriela Cárdenas
V00941;Quito;27/04/2025;Batidora;4;641,46;2565,84;Fernando Peña
V00942;Quito;22/02/2025;Cafetera;2;55,44;110,88;Paola Vélez
V00943;Guayaquil;11/08/2025;Ventilador;1;39,47;39,47;Fernando Peña
V00944;Cuenca;22/08/2025;Cafetera;3;184,04;552,12;Ramiro Zambrano
V00945;Guayaquil;21/06/2025;Microondas;4;59,47;237,88;Paola Vélez
V00946;Quito;19/07/2025;Cocineta;4;367,01;1468,04;Lucía Muñoz
V00947;Quito;29/04/2025;Microondas;2;802,26;1604,52;Andrés Villón
V00948;Guayaquil;17/01/2025;Ventilador;4;571,99;2287,96;Fernando Peña
V00949;Quito;12/01/2025;Cafetera;5;753,92;3769,60;Paola Vélez
V00950;Cuenca;24/04/2025;Aire Acondicionado;1;495,75;495,75;Lucía Muñoz
V00951;Cuenca;11/01/2025;Aire Acondicionado;3;500,15;1500,45;José Luis Solórzano
V00952;Quito;26/03/2025;Microondas;4;253,29;1013,16;José Luis Solórzano
V00953;Guayaquil;03/07/2025;Refrigeradora;4;926,56;3706,24;Paola Vélez
V00954;Guayaquil;28/02/2025;Lavadora;1;682,75;682,75;Gabriela Cárdenas
V00955;Guayaquil;19/06/2025;Refrigeradora;4;402,18;1608,72;José Luis Solórzano
V00956;Quito;07/02/2025;Licuadora;5;94,70;473,50;Lucía Muñoz
V00957;Quito;12/04/2025;Lavadora;2;747,74;1495,48;Andrés Villón
V00958;Quito;13/03/2025;Lavadora;5;774,20;3871,00;Andrés Villón
V00959;Guayaquil;04/05/2025;Batidora;2;453,16;906,32;Gabriela Cárdenas
V00960;Quito;11/08/2025;Licuadora;2;781,71;1563,42;Andrés Villón;
V00961;Cuenca;21/05/2025;Lavadora;5;621,15;3105,75;Fernando Peña
V00962;Guayaquil;10/04/2025;Batidora;1;603,13;603,13;Gabriela Cárdenas
V00963;Quito;04/07/2025;Refrigeradora;5;836,97;4184,85;Fernando Peña
V00964;Quito;27/04/2025;Batidora;3;677,62;2032,86;José Luis Solórzano
V00965;Guayaquil;13/06/2025;Lavadora;4;304,48;1217,92;Andrés Villón
V00966;Cuenca;12/07/2025;Refrigeradora;4;528,47;2113,88;Ramiro Zambrano
V00967;Quito;10/08/2025;Licuadora;3;373,65;1120,95;José Luis Solórzano
V00968;Quito;12/08/2025;Refrigeradora;3;389,32;1167,96;Lucía Muñoz
V00969;Quito;19/03/2025;Aire Acondicionado;4;516,76;2067,04;Ramiro Zambrano
V00970;Guayaquil;22/07/2025;Refrigeradora;3;220,42;661,26;Lucía Muñoz
V00971;Cuenca;02/08/2025;Televisión;4;432,30;1729,20;Fernando Peña
V00972;Guayaquil;21/08/2025;Refrigeradora;1;373,83;373,83;José Luis Solórzano
V00973;Cuenca;27/04/2025;Lavadora;2;681,43;1362,86;Ramiro Zambrano
V00974;Cuenca;22/08/2025;Aire Acondicionado;1;77,83;77,83;José Luis Solórzano
V00975;Quito;21/05/2025;Lavadora;2;100,05;200,10;María José Andrade
V00976;Quito;29/07/2025;Televisión;4;53,09;212,36;Lucía Muñoz;
V00977;Guayaquil;02/04/2025;Lavadora;1;314,90;314,90;José Luis Solórzano
V00978;Cuenca;19/07/2025;Refrigeradora;2;134,46;268,92;Andrés Villón
V00979;Guayaquil;04/06/2025;Batidora;4;786,58;3146,32
V00980;Guayaquil;07/07/2025;Aire Acondicionado;3;580,00;1740,00;Lucía Muñoz
V00981;Cuenca;02/05/2025;Cafetera;1;795,62;795,62;Gabriela Cárdenas
